sales_month,sku,monthly_units_sum,month,monthly_sales,l15day_sales,l7day_sales,monthly_sales_bb,l15day_sales_bb,l7day_sales_bb,monthly_orders_bb,l15day_orders_bb,l7day_orders_bb,monthly_orders,l15day_orders,l7day_orders,monthly_units_ordered,l15day_units_ordered,l7day_units_ordered,monthly_units_ordered_bb,l15day_units_ordered_bb,l7day_units_ordered_bb,mon_unit_session_per_bb,l15day_unit_session_per_bb,l7day_unit_session_per_bb,mon_sessions,l15day_sessions,l7day_sessions,mon_page_views,l15day_page_views,l7day_page_views,rec_bb_per,monthly_bb_per,l15day_bb_per,l7day_bb_per,monthly_pv_per,l15day_pv_per,l7day_pv_per,rec_rank,rec_merc_listings,rec_fba_listing,old_rank,old_merc_listings,old_fba_listing,avg_rank_l15,avg_rank_monthly,avg_rank_f15,avg_merc_listings_l15,avg_merc_listings_f15,avg_merc_listings_monthly,avg_fbalistings_listings_l15,avg_fbalistings_listings_f15,avg_fbalistings_monthly,category,category_o
5,FBA-1115-0023,29,4,769.05,427.25,256.35,17.09,0,0,1,0,0,37,20,12,45,25,15,1,0,0,14.29,0,0,143,79,51,192,101,60,50,45.619047619,30.285714286,15.142857143,0.0019047619,0.0004761905,0.0004761905,17343,0,0,21399,0,0,9337.8214286,20186.392857,10848.571429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0023,2,5,495.61,85.45,51.27,0,0,0,0,0,0,23,2,1,29,5,3,0,0,0,0,0,0,78,15,8,120,26,18,0,42.857142857,0,0,0.0021428571,0.0007142857,0.0007142857,13326,0,0,14840,0,0,7833.3666667,19223.7,11390.333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0023,4,6,34.18,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,29360,0,0,13011,0,0,25505,38574.653846,13069.653846,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0024,10,3,822.02,203.9,0,0,0,0,0,0,0,38,10,0,39,10,0,0,0,0,0,0,0,76,23,0,92,30,0,33,55.5625,9.4375,0,0,0,0,26408,0,0,18339,0,0,7380.1666667,17082.2,9702.0333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0025,4,4,187.14,187.14,79.5,0,0,0,0,0,0,9,9,3,11,11,5,0,0,0,0,0,0,13,13,5,20,20,9,100,60.142857143,60.142857143,21.428571429,0,0,0,61098,0,0,40921,0,0,26218.75,53647.607143,27428.857143,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0026,72,3,1588.5,508.32,0,31.77,0,0,1,0,0,40,14,0,50,16,0,1,0,0,10,0,0,252,101,0,337,142,0,0,24.2,8.6,0,0.0075,0.0035,0,10654,0,0,7715,0,0,5085.4333333,10714.633333,5629.2,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0026,70,4,2288.83,1176.12,381.24,0,0,0,0,0,0,66,32,11,72,37,12,0,0,0,0,0,0,209,110,48,282,141,63,73,59.56,31.56,12.4,0.0028,0.0008,0.0004,10773,0,0,13416,0,0,6761.2142857,13425.714286,6664.5,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0026,78,5,2257.82,923.44,483.87,0,0,0,0,0,0,61,26,15,70,28,15,0,0,0,0,0,0,224,91,31,295,113,36,0,49.68,21.6,9.6,0.0044,0.0012,0,16384,0,0,14388,0,0,6393.3,14131.066667,7737.7666667,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1115-0027,123,3,361.27,361.27,361.27,0,0,0,0,0,0,9,9,9,11,11,11,0,0,0,0,0,0,25,25,25,31,31,31,100,66,66,66,0,0,0,19341,0,0,20344,0,0,16035.233333,38193.833333,22158.6,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1115-0027,42,4,3877.75,2183.91,683.28,0,0,0,0,0,0,114,64,22,123,69,24,0,0,0,0,0,0,240,127,62,296,151,73,12,72.24137931,35.586206897,9.4137931034,0.0020689655,0.0010344828,0.0006896552,11043,0,0,14914,0,0,6362.25,13452.571429,7090.3214286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1115-0027,94,5,1194.9,597.45,227.6,28.45,28.45,28.45,1,1,1,37,18,8,42,21,8,1,1,1,12.5,12.5,12.5,211,107,50,263,136,62,0,25.130434783,9.7391304348,4.5217391304,0.0047826087,0.0030434783,0.0017391304,17089,0,0,14002,0,0,5602.6,13583.6,7981,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0027,120,6,2901.25,2332.24,1227.77,0,0,0,0,0,0,88,69,37,94,74,39,0,0,0,0,0,0,311,188,81,387,240,108,64,53.148148148,42.148148148,19.703703704,0.0062962963,0.0044444444,0.0018518519,11441,0,0,10300,0,0,6103.4230769,11214.076923,5110.6538462,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1115-0028,4,6,68.94,45.96,22.98,0,0,0,0,0,0,9,6,3,9,6,3,0,0,0,0,0,0,10,7,4,13,8,5,60,36.625,11.625,7.5,0,0,0,73224,0,0,149527,0,0,32038.192308,68862.769231,36824.576923,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1120-0003,1,3,229.77,93.03,39.87,0,0,0,0,0,0,16,6,2,17,7,3,0,0,0,0,0,0,75,26,4,95,29,5,50,60.928571429,12.428571429,3.5714285714,0,0,0,45812,0,0,90323,0,0,19997.9,45115.466667,25117.566667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1120-0003,14,4,13.29,13.29,13.29,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6,6,6,7,7,7,71,71,71,71,0,0,0,45559,0,0,30329,0,0,19342.535714,43171.5,23828.964286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1120-0003,2,5,186.06,66.45,0,0,0,0,0,0,0,13,4,0,14,5,0,0,0,0,0,0,0,35,9,0,44,12,0,100,76.875,30.375,0,0,0,0,37492,0,0,24072,0,0,16442.2,35509.8,19067.6,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0003,6,6,26.58,13.29,13.29,0,0,0,0,0,0,2,1,1,2,1,1,0,0,0,0,0,0,10,7,7,10,7,7,71,85.5,35.5,35.5,0,0,0,68094,0,0,61178,0,0,27794.423077,51481.038462,23686.615385,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1120-0004,10,5,11.39,11.39,11.39,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22594,0,0,42695,0,0,22689.958333,45617.833333,22927.875,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0004,6,6,113.9,56.95,45.56,0,0,0,0,0,0,9,4,3,10,5,4,0,0,0,0,0,0,25,12,8,34,16,11,20,51.285714286,25.714285714,17.142857143,0,0,0,55605,0,0,48783,0,0,27365.076923,47787.769231,20422.692308,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0005,9,6,91.12,91.12,45.56,0,0,0,0,0,0,6,6,3,8,8,4,0,0,0,0,0,0,21,21,10,29,29,16,25,34.25,34.25,14.5,0,0,0,31752,0,0,36473,0,0,24173.666667,47973,23799.333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0006,4,6,159.46,68.34,34.17,0,0,0,0,0,0,13,5,3,14,6,3,0,0,0,0,0,0,63,31,15,80,41,21,25,39.875,17.5,5.875,0.00375,0.00125,0,26237,0,0,29446,0,0,16775.458333,30130.5,13355.041667,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1120-0008,3,3,18.99,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,67,67,0,0,0,0,0,65277,0,0,108027,0,0,48685.466667,103635.4,54949.933333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1120-0008,3,4,56.97,37.98,0,0,0,0,0,0,0,2,1,0,3,2,0,0,0,0,0,0,0,2,1,0,2,1,0,100,50,50,0,0,0,0,113151,0,0,88353,0,0,34469.964286,84185.392857,49715.428571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1120-0008,1,5,56.97,37.98,18.99,0,0,0,0,0,0,3,2,1,3,2,1,0,0,0,0,0,0,5,4,0,5,4,0,0,66.666666667,33.333333333,0,0,0,0,70467,0,0,121928,0,0,33258.333333,79189.433333,45931.1,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0008,2,6,18.99,18.99,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,3,3,0,4,4,0,0,0,0,0,0,0,0,47322,0,0,89377,0,0,53341.230769,102867.92308,49526.692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1120-0009,14,3,182.24,68.34,22.78,0,0,0,0,0,0,16,6,2,16,6,2,0,0,0,0,0,0,72,31,11,90,37,11,67,86.428571429,29.285714286,11.071428571,0.0007142857,0.0007142857,0,34489,0,0,73944,0,0,17599.3,41554.1,23954.8,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1120-0009,24,4,159.46,56.95,34.17,0,0,0,0,0,0,14,5,3,14,5,3,0,0,0,0,0,0,56,20,12,65,22,12,75,57.846153846,25.230769231,16,0.0007692308,0,0,27889,0,0,26387,0,0,24163.285714,42489.821429,18326.535714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1120-0009,8,5,275.4,127.33,35.3,0,0,0,0,0,0,20,11,3,24,11,3,0,0,0,0,0,0,83,38,4,101,47,5,100,97.066666667,44.466666667,13.333333333,0.0006666667,0.0006666667,0,38524,0,0,43836,0,0,17721.6,45205.366667,27483.766667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0009,4,6,92.8,34.17,34.17,0,0,0,0,0,0,8,3,3,8,3,3,0,0,0,0,0,0,20,7,7,22,7,7,100,81,28.571428571,28.571428571,0,0,0,63353,0,0,63114,0,0,27705.076923,49603.576923,21898.5,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0010,3,6,68.34,68.34,45.56,0,0,0,0,0,0,5,5,3,6,6,4,0,0,0,0,0,0,13,13,3,17,17,4,0,31.6,31.6,20,0,0,0,43672,0,0,75463,0,0,30053.269231,57787.192308,27733.923077,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0011,23,6,212.66,60.76,45.57,0,0,0,0,0,0,13,4,3,14,4,3,0,0,0,0,0,0,33,11,7,41,14,9,100,81.777777778,16.666666667,16.666666667,0,0,0,60746,0,0,65854,0,0,26969.5,58793.461538,31823.961538,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1120-0012,7,6,11.53,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,0,3,0,0,67,67,0,0,0,0,0,43672,0,0,75463,0,0,30053.269231,57787.192308,27733.923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1144-0004,3,3,12.02,12.02,12.02,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,10,10,10,14,14,14,0,0,0,0,0.01,0.01,0.01,63893,0,0,62956,0,0,23068.766667,58472.933333,35404.166667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1144-0004,24,4,31,18.98,18.98,0,0,0,0,0,0,3,2,2,3,2,2,0,0,0,0,0,0,18,12,12,22,16,16,17,9,9,9,0,0,0,19741,0,0,45914,0,0,25903.535714,50052.785714,24149.25,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1144-0004,6,5,253.77,160.36,32.98,0,0,0,0,0,0,21,13,3,24,15,3,0,0,0,0,0,0,102,51,7,128,68,8,0,75.8,30.266666667,8.4666666667,0.0013333333,0.0013333333,0,50128,0,0,42178,0,0,21635.3,51146.466667,29511.166667,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1161-0009,13,3,13.99,13.99,13.99,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,2,2,2,2,2,2,100,100,100,100,0,0,0,199246,0,0,193830,0,0,92594.366667,197121.6,104527.23333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1161-0009,41,4,159.73,145.74,107.51,0,0,0,0,0,0,10,9,7,13,12,9,0,0,0,0,0,0,42,39,31,55,49,38,100,100,88.888888889,66.666666667,0,0,0,42227,0,0,64524,0,0,37188.821429,102401.03571,65212.214286,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1186-0001,1,4,539,0,0,0,0,0,0,0,0,43,0,0,44,0,0,0,0,0,0,0,0,826,0,0,1084,0,0,0,19.4,0,0,0.088,0,0,762,0,0,675,0,0,344.5,744.96428571,400.46428571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1186-0001,3,5,13.04,13.04,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,238,238,0,318,318,0,0,0,0,0,0.12,0.12,0,853,0,0,821,0,0,272.33333333,685.26666667,412.93333333,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1186-0003,12,3,170.53,170.53,170.53,0,0,0,0,0,0,8,8,8,9,9,9,0,0,0,0,0,0,465,465,465,619,619,619,3,3.6666666667,3.6666666667,3.6666666667,0.08,0.08,0.08,1681,0,0,1011,0,0,1410.4444444,1410.4444444,0,,0,,,0,,Pet Products,Pet Products
7,FBA-1186-0003,39,6,237,217.25,217.25,0,0,0,0,0,0,12,11,11,12,11,11,0,0,0,0,0,0,1042,781,781,1389,1045,1045,0,2.5,2.5,2.5,0.14,0.105,0.105,513,0,0,1274,0,0,325.23076923,909.46153846,584.23076923,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0001,494,3,16428.25,5277.79,297.33,101.43,41.97,0,6,3,0,1010,325,13,1125,371,17,7,3,0,3.93,1.76,0,3960,1610,558,5344,2158,770,0,63.035714286,18.357142857,0,0.0782142857,0.0310714286,0.0110714286,864,0,0,814,0,0,422.56666667,946.66666667,524.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0001,773,4,8587.56,7971.93,3914.26,87.45,69.96,69.96,5,4,4,474,437,217,494,457,224,5,4,4,4.44,3.51,3.51,2995,1697,765,3992,2241,1025,3,36.857142857,35.714285714,16.357142857,0.0567857143,0.0310714286,0.0139285714,1328,0,0,1008,0,0,615.21428571,1237.3571429,622.14285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0001,691,5,13519.77,7468.23,2238.72,17.49,17.49,17.49,1,1,1,726,404,122,773,427,128,1,1,1,1.1,1.1,1.1,2983,1323,537,4013,1787,721,0,50.290322581,28.516129032,8.7741935484,0.054516129,0.025483871,0.0109677419,1368,0,0,1636,0,0,590.83333333,1345,754.16666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0001,601,6,12085.59,6856.08,4110.15,69.96,52.47,17.49,4,3,1,660,373,226,691,392,235,4,3,1,3.85,3.02,1.11,3081,1552,687,4237,2086,942,46,49.566666667,28.533333333,17.466666667,0.0576666667,0.0293333333,0.0133333333,1326,0,0,1394,0,0,806.5,1484.0769231,677.57692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0002,416,3,22844.16,7674.21,1606.23,297.45,0,0,5,0,0,377,128,27,384,129,27,5,0,0,11.18,0,0,1226,549,231,1606,730,299,0,71.466666667,24.2,5.7,0.0233333333,0.0103333333,0.004,3302,0,0,2892,0,0,1650.4333333,3505.1333333,1854.7,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0002,134,4,24747.84,13563.72,6127.47,356.94,118.98,59.49,6,2,1,401,219,100,416,228,103,6,2,1,13.79,4.85,2.63,1160,587,253,1492,756,326,59,75.357142857,39.071428571,16.035714286,0.0214285714,0.0107142857,0.0046428571,2710,0,0,2550,0,0,1699.8928571,3479.25,1779.3571429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0002,346,5,7971.66,7614.72,4521.24,59.49,59.49,0,1,1,0,132,126,75,134,128,76,1,1,0,2.44,2.44,0,503,383,192,666,500,254,0,45.5625,45.5625,30.6875,0.016875,0.013125,0.006875,4520,0,0,2502,0,0,1655.4333333,3843.2333333,2187.8,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0002,278,6,20583.54,10529.73,3152.97,178.47,59.49,0,3,1,0,341,174,52,346,177,53,3,1,0,6.25,1.52,0,1389,794,267,1789,1008,359,48,67.566666667,33.033333333,10.833333333,0.025,0.0146666667,0.005,2979,0,0,3918,0,0,1953.4615385,3686.2307692,1732.7692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0005,195,3,3735.33,1664.81,545.61,13.99,0,0,1,0,0,242,107,32,267,119,39,1,0,0,3.12,0,0,932,461,185,1207,580,230,59,71.548387097,34.387096774,11.387096774,0.0161290323,0.0080645161,0.0032258065,10881,0,0,9151,0,0,3546.0333333,6922,3375.9666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0005,190,4,2728.05,2168.45,1231.12,0,0,0,0,0,0,169,137,74,195,155,88,0,0,0,0,0,0,669,405,160,888,555,224,83,63.192307692,50.653846154,23.769230769,0.0138461538,0.0084615385,0.0034615385,7135,0,0,6174,0,0,3340.5,7148.8928571,3808.3928571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0005,256,5,2658.1,1329.05,741.47,13.99,0,0,1,0,0,165,78,38,190,95,53,1,0,0,4.35,0,0,719,322,124,977,463,171,0,54.935483871,25.612903226,10.774193548,0.0132258065,0.0064516129,0.0022580645,5656,0,0,6265,0,0,3047.4333333,7166.2333333,4118.8,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0005,287,6,3581.44,1776.73,559.6,27.98,13.99,0,2,1,0,227,108,34,256,127,40,2,1,0,8.68,5.56,0,826,399,171,1127,543,219,0,76.366666667,38.966666667,13.133333333,0.0146666667,0.0076666667,0.003,9431,0,0,8022,0,0,3950.2692308,7365.2692308,3415,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0008,873,3,21430.79,7283.53,3253.45,146.93,0,0,6,0,0,967,326,145,1021,347,155,7,0,0,7.18,0,0,3006,1546,676,4084,2129,915,55,71.833333333,26.2,12.1,0.057,0.03,0.0126666667,1025,0,0,762,0,0,457.9,1035.5333333,577.63333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0008,986,4,18324.27,15910.42,7073.63,146.93,62.97,20.99,7,3,1,808,705,317,873,758,337,7,3,1,7.38,3.26,0.88,2719,1379,618,3722,1810,802,55,47.933333333,47.3,21.3,0.0503333333,0.0236666667,0.01,980,0,0,954,0,0,485.14285714,1397.0357143,911.89285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0008,388,5,20696.14,10138.17,2980.58,104.95,41.98,0,5,2,0,929,460,134,986,483,142,5,2,0,5.61,2.09,0,2510,1111,430,3398,1488,574,0,62.064516129,27.032258065,6.1612903226,0.0458064516,0.0209677419,0.0083870968,1455,0,0,1460,0,0,478.63333333,1149.2333333,670.6,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0008,624,6,8144.12,6968.68,2539.79,104.95,104.95,41.98,5,5,2,371,317,119,388,332,121,5,5,2,7.09,7.09,3.33,2357,1153,476,3356,1643,682,0,0,0,0,0.0468965517,0.0237931034,0.01,1882,0,0,1024,0,0,1071.9615385,1910.8076923,838.84615385,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0009,109,3,3001.57,1427.32,524.75,20.99,20.99,0,1,1,0,140,66,25,143,68,25,1,1,0,3.57,3.57,0,546,289,139,707,369,167,75,63.37037037,31.444444444,12,0.0111111111,0.0059259259,0.0025925926,7431,0,0,10320,0,0,4700.5,9835,5134.5,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0009,66,4,2287.91,860.59,671.68,20.99,20.99,20.99,1,1,1,100,34,25,109,41,32,1,1,1,3.03,3.03,3.03,484,267,175,624,345,223,50,40.608695652,17,12.913043478,0.0117391304,0.0060869565,0.0039130435,5939,0,0,7412,0,0,3891.1428571,7775.25,3884.1071429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0009,13,5,1385.34,146.93,20.99,20.99,0,0,1,0,0,66,7,1,66,7,1,1,0,0,5.56,0,0,440,100,16,577,120,20,0,33.904761905,0,0,0.010952381,0.0023809524,0.0004761905,6187,0,0,7096,0,0,3593.7333333,8276.7333333,4683,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0009,109,6,272.87,167.92,62.97,0,0,0,0,0,0,13,8,3,13,8,3,0,0,0,0,0,0,344,250,83,455,335,106,0,0,0,0,0.0166666667,0.0125,0.0041666667,6426,0,0,6149,0,0,4918.2692308,9291.6153846,4373.3461538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0010,229,3,2483.58,1731.51,752.07,0,0,0,0,0,0,136,94,43,142,99,43,0,0,0,0,0,0,683,483,220,868,594,266,70,74.476190476,50.761904762,21.523809524,0.0171428571,0.0114285714,0.0047619048,7440,0,0,9613,0,0,3891.6666667,8256.1666667,4364.5,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0010,111,4,4005.21,1958.88,874.5,17.49,0,0,1,0,0,219,106,48,229,112,50,1,0,0,3.85,0,0,924,457,195,1260,612,256,67,84.1,37.133333333,14.466666667,0.0166666667,0.0076666667,0.003,5402,0,0,7743,0,0,3466.3571429,8301.2857143,4834.9285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0010,35,5,1941.39,279.84,52.47,0,0,0,0,0,0,105,16,3,111,16,3,0,0,0,0,0,0,719,236,56,992,315,75,0,41.730769231,3.5769230769,0,0.0157692308,0.005,0.0011538462,10681,0,0,7464,0,0,4239.0333333,8759.1,4520.0666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0010,82,6,612.15,489.72,349.8,0,0,0,0,0,0,35,28,20,35,28,20,0,0,0,0,0,0,491,348,175,654,459,225,28,10.277777778,10.277777778,9.8333333333,0.015,0.0105555556,0.005,6296,0,0,12072,0,0,4282.3846154,7882.0384615,3599.6538462,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0012,141,3,9462.31,5487.02,2799.5,223.96,167.97,111.98,4,3,2,164,95,49,169,98,50,4,3,2,19.81,12.67,7.41,474,262,129,609,331,164,97,94.75862069,50.724137931,23.620689655,0.01,0.0055172414,0.0027586207,11224,0,0,12605,0,0,4875.8333333,11687.6,6811.7666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0012,196,4,7894.59,2967.47,1679.7,55.99,55.99,55.99,1,1,1,139,53,30,141,53,30,1,1,1,4.76,4.76,4.76,475,216,107,602,265,130,94,69.827586207,23.344827586,14.620689655,0.0089655172,0.004137931,0.0024137931,10961,0,0,8558,0,0,4505.25,10201.178571,5695.9285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0012,119,5,10974.04,4983.11,2519.55,279.95,55.99,0,3,1,0,191,87,43,196,89,45,5,1,0,27.86,5.88,0,535,250,92,664,308,121,0,79.612903226,35.967741935,18.677419355,0.0093548387,0.004516129,0.0019354839,13443,0,0,14743,0,0,4094.1,9123.1666667,5029.0666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0012,95,6,6662.81,2855.49,1399.75,0,0,0,0,0,0,117,49,24,119,51,25,0,0,0,0,0,0,439,232,97,570,304,131,64,67.724137931,28.965517241,13.206896552,0.0096551724,0.0051724138,0.0024137931,8334,0,0,7101,0,0,5663.1923077,10045.730769,4382.5384615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0013,93,3,1603.93,1079.28,434.71,0,0,0,0,0,0,105,72,29,107,72,29,0,0,0,0,0,0,454,249,129,597,325,178,37,53,34.103448276,12,0.0079310345,0.004137931,0.0024137931,6844,0,0,15305,0,0,4566.2,11354.633333,6788.4333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0013,9,4,1394.07,569.62,284.81,0,0,0,0,0,0,89,37,19,93,38,19,0,0,0,0,0,0,379,171,88,496,219,104,15,51.136363636,23.318181818,12.409090909,0.0095454545,0.0040909091,0.0022727273,10711,0,0,8165,0,0,4346.2857143,9150.7142857,4804.4285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0013,9,5,134.91,59.96,29.98,0,0,0,0,0,0,9,4,2,9,4,2,0,0,0,0,0,0,113,45,18,166,53,21,0,0,0,0,0.01,0.0033333333,0.0022222222,10063,0,0,7718,0,0,5128.3333333,10329,5200.6666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0013,157,6,134.91,104.93,59.96,0,0,0,0,0,0,8,7,4,9,7,4,0,0,0,0,0,0,81,71,39,97,86,44,0,0,0,0,0.0057142857,0.0057142857,0.0028571429,6604,0,0,19748,0,0,5677.5,10884.038462,5206.5384615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0014,23,3,787.05,34.98,17.49,0,0,0,0,0,0,40,2,1,45,2,1,0,0,0,0,0,0,123,14,7,158,19,10,20,75.5,1.25,1.25,0.001875,0,0,20184,0,0,45945,0,0,10843.4,22257.2,11413.8,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0014,81,4,402.27,279.84,244.86,0,0,0,0,0,0,18,12,11,23,16,14,0,0,0,0,0,0,96,50,40,117,60,48,100,47.454545455,36.727272727,36.727272727,0.0018181818,0,0,37044,0,0,32758,0,0,13040.464286,28725.535714,15685.071429,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0014,47,5,1416.69,787.05,262.35,0,0,0,0,0,0,69,35,13,81,45,15,0,0,0,0,0,0,189,85,31,231,102,36,0,92.107142857,42.392857143,18.428571429,0.0017857143,0.0014285714,0.0003571429,27038,0,0,18197,0,0,10177.766667,25842.633333,15664.866667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0014,25,6,822.03,419.76,87.45,0,0,0,0,0,0,45,24,5,47,24,5,0,0,0,0,0,0,197,101,29,260,138,34,18,60.958333333,27.583333333,5.9166666667,0.0029166667,0.0016666667,0,19244,0,0,31464,0,0,11609.192308,24103.538462,12494.346154,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0015,109,3,703.01,584.32,310.42,18.26,18.26,9.13,2,2,1,60,49,24,77,64,34,2,2,1,16.02,16.02,7.69,234,161,83,299,205,110,100,92.909090909,63.636363636,31.818181818,0.0063636364,0.0054545455,0.0031818182,17991,0,0,25013,0,0,9868.0666667,25302.166667,15434.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1211-0015,52,4,995.17,483.89,255.64,0,0,0,0,0,0,85,40,19,109,53,28,0,0,0,0,0,0,267,136,50,344,170,59,0,58.137931034,6.8965517241,0,0.0044827586,0.0020689655,0,20980,0,0,12618,0,0,8942.6428571,19017.357143,10074.714286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1211-0015,57,5,474.76,209.99,155.21,9.13,0,0,1,0,0,42,18,12,52,23,17,1,0,0,14.29,0,0,192,103,44,228,118,45,0,0,0,0,0.0023076923,0.0015384615,0.0003846154,25038,0,0,26947,0,0,15788.266667,32937.6,17149.333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1211-0015,49,6,520.41,228.25,73.04,9.13,0,0,1,0,0,45,18,8,57,25,8,1,0,0,5.56,0,0,214,85,40,246,99,49,0,0,0,0,0.0023076923,0.0011538462,0.0003846154,23844,0,0,44566,0,0,20522.461538,34978.692308,14456.230769,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1211-0016,109,3,1790.72,811.42,349.75,0,0,0,0,0,0,120,54,23,128,58,25,0,0,0,0,0,0,326,139,61,390,156,66,100,95.24137931,48.275862069,20.689655172,0.0065517241,0.0024137931,0.0010344828,30460,0,0,26127,0,0,8338.6333333,15962.666667,7624.0333333,0,0,,0,0,,Pet Products,Pet Products
