sales_month,sku,monthly_units_sum,month,monthly_sales,l15day_sales,l7day_sales,monthly_sales_bb,l15day_sales_bb,l7day_sales_bb,monthly_orders_bb,l15day_orders_bb,l7day_orders_bb,monthly_orders,l15day_orders,l7day_orders,monthly_units_ordered,l15day_units_ordered,l7day_units_ordered,monthly_units_ordered_bb,l15day_units_ordered_bb,l7day_units_ordered_bb,mon_unit_session_per_bb,l15day_unit_session_per_bb,l7day_unit_session_per_bb,mon_sessions,l15day_sessions,l7day_sessions,mon_page_views,l15day_page_views,l7day_page_views,rec_bb_per,monthly_bb_per,l15day_bb_per,l7day_bb_per,monthly_pv_per,l15day_pv_per,l7day_pv_per,rec_rank,rec_merc_listings,rec_fba_listing,old_rank,old_merc_listings,old_fba_listing,avg_rank_l15,avg_rank_monthly,avg_rank_f15,avg_merc_listings_l15,avg_merc_listings_f15,avg_merc_listings_monthly,avg_fbalistings_listings_l15,avg_fbalistings_listings_f15,avg_fbalistings_monthly,category,category_o
6,FBA-1409-0001,98,5,995.42,490.7,224.32,0,0,0,0,0,0,71,35,16,71,35,16,0,0,0,0,0,0,570,202,92,729,249,118,0,94.074074074,40.037037037,18.518518519,0.0111111111,0.0044444444,0.0022222222,15795,0,0,9280,0,0,5458.5333333,12082.9,6624.3666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0001,61,6,1373.96,658.94,266.38,28.04,14.02,14.02,2,1,1,97,47,19,98,47,19,2,1,1,13.09,4,4,662,358,167,918,504,241,100,98.896551724,50.793103448,23.655172414,0.0124137931,0.0072413793,0.0031034483,13112,0,0,10937,0,0,6596,11918.346154,5322.3461538,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1409-0002,420,3,5010.88,2176.74,57.46,113.62,39.18,0,9,3,0,388,166,5,390,168,5,9,3,0,6.46,2,0,3188,1069,126,4237,1427,163,0,77.5,19.923076923,0.2307692308,0.0684615385,0.0230769231,0.0026923077,2192,0,0,1705,0,0,1032.7333333,2196.8666667,1164.1333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0002,279,4,5535.26,2419.54,1079.14,23.36,0,0,2,0,0,417,177,77,420,179,79,2,0,0,1.64,0,0,3468,1782,813,4583,2344,1081,100,85.133333333,49.733333333,23.233333333,0.0613333333,0.0306666667,0.014,3727,0,0,2636,0,0,1339.7142857,2659.1428571,1319.4285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0002,331,5,3770.18,1707.52,696.68,68.3,13.66,13.66,5,1,1,274,127,53,279,128,54,5,1,1,4.69,1.06,1.06,2851,1266,544,3749,1658,702,0,95.64516129,44.451612903,19.096774194,0.0516129032,0.0241935484,0.0106451613,4269,0,0,3326,0,0,1802.2666667,3752.7666667,1950.5,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0002,349,6,3674.1,1942.5,721.5,88.8,44.4,22.2,8,4,2,326,174,65,331,175,65,8,4,2,8.58,3.99,1.98,2790,1414,662,3722,1914,903,64,90.133333333,44.133333333,18,0.0503333333,0.027,0.0126666667,2750,0,0,3576,0,0,1540.8846154,2892.0384615,1351.1538462,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1409-0003,69,3,567.89,292.19,13.48,23.77,13.28,0,2,1,0,42,20,1,48,22,1,2,1,0,3.08,1.49,0,1295,575,70,1698,764,102,25,56.2,33.6,1.25,0.036,0.0165,0.002,11539,0,0,6072,0,0,4978.4333333,8940.5333333,3962.1,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0003,37,4,908.96,849.2,518.7,79.8,79.8,53.2,3,3,2,61,56,34,69,64,39,6,6,4,10.24,10.24,6.67,943,745,369,1182,932,472,100,83.388888889,72.944444444,38.722222222,0.0266666667,0.0205555556,0.01,6396,0,0,12920,0,0,4895.2142857,11253.142857,6357.9285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0003,56,5,461.23,20.98,10.49,0,0,0,0,0,0,34,2,1,37,2,1,0,0,0,0,0,0,645,94,49,825,119,59,0,59,0,0,0.025,0.0035714286,0.0021428571,9633,0,0,7854,0,0,4193.8333333,9400.4333333,5206.6,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0003,71,6,691.11,456.1,97.27,0,0,0,0,0,0,55,35,8,56,36,9,0,0,0,0,0,0,1049,555,217,1311,703,270,0,73.125,42.791666667,10.333333333,0.0216666667,0.0120833333,0.0045833333,12757,0,0,5837,0,0,6492.8076923,10361.576923,3868.7692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1409-0004,21,3,245.6,144.86,77.11,0,0,0,0,0,0,28,17,9,29,17,9,0,0,0,0,0,0,242,127,70,361,194,113,100,98.578947368,52.368421053,31.315789474,0.0084210526,0.0042105263,0.0021052632,17480,0,0,12582,0,0,12609,25662.433333,13053.433333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0004,17,4,188.63,58.59,9.8,0,0,0,0,0,0,20,6,1,21,6,1,0,0,0,0,0,0,100,38,13,140,52,17,94,98.272727273,35.818181818,8.5454545455,0.0054545455,0.0018181818,0.0009090909,50236,0,0,18124,0,0,19136.75,35717.642857,16580.892857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0004,12,5,165.66,105.23,53.52,0,0,0,0,0,0,15,9,5,17,11,6,0,0,0,0,0,0,103,56,13,139,69,16,0,90.416666667,48.75,15.416666667,0.0066666667,0.0033333333,0.0008333333,26505,0,0,32083,0,0,16450.6,40438.8,23988.2,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0004,14,6,100.56,25.14,16.76,0,0,0,0,0,0,12,3,2,12,3,2,0,0,0,0,0,0,103,28,22,145,46,39,40,68.454545455,19.181818182,10.090909091,0.0054545455,0.0018181818,0.0018181818,20733,0,0,29986,0,0,21787.615385,37066,15278.384615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1409-0006,21,3,229.47,77.03,51.42,0,0,0,0,0,0,20,9,6,20,9,6,0,0,0,0,0,0,362,164,78,445,204,96,95,96.461538462,42.615384615,22.692307692,0.0130769231,0.0053846154,0.0030769231,29700,0,0,50852,0,0,17067.133333,38601.466667,21534.333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0006,36,4,166.89,79.56,39.82,0,0,0,0,0,0,21,10,5,21,10,5,0,0,0,0,0,0,408,221,116,504,261,135,68,61.571428571,42.5,21.285714286,0.0142857143,0.0064285714,0.0028571429,18729,0,0,48497,0,0,11434.464286,28134.464286,16700,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0006,29,5,297.96,137.17,77.17,7.99,0,0,1,0,0,36,16,9,36,16,9,1,0,0,2.7,0,0,520,219,117,688,282,152,0,87.210526316,39.210526316,18.947368421,0.0147368421,0.0068421053,0.0036842105,18472,0,0,22218,0,0,9285,22718.3,13433.3,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0006,28,6,247.89,119.81,34.29,0,0,0,0,0,0,29,14,4,29,14,4,0,0,0,0,0,0,506,209,59,649,267,79,62,89.5,38.722222222,8.6111111111,0.0127777778,0.0055555556,0.0016666667,24422,0,0,19125,0,0,14230.576923,26096.5,11865.923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1409-0007,9,3,662.83,261.79,11.99,0,0,0,0,0,0,58,21,1,60,21,1,0,0,0,0,0,0,581,210,0,819,283,0,0,78.090909091,26.045454545,0,0.0168181818,0.0059090909,0,15677,0,0,18311,0,0,5598.5333333,13059.033333,7460.5,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0009,47,4,120.87,103.7,52,0,0,0,0,0,0,14,12,6,14,12,6,0,0,0,0,0,0,56,42,18,90,66,22,100,93.090909091,81.363636364,45.454545455,0.0027272727,0.0018181818,0,71020,0,0,47298,0,0,22313.5,61612.678571,39299.178571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0009,40,5,414.98,213.41,80.28,8.76,0,0,1,0,0,40,21,9,47,24,9,1,0,0,16.67,0,0,142,69,28,198,92,43,100,96.818181818,48.136363636,22.045454545,0.0027272727,0.0009090909,0.0004545455,47562,0,0,44288,0,0,18157.133333,42676.133333,24519,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0009,43,6,361.96,137.28,91.7,0,0,0,0,0,0,34,14,9,40,15,10,0,0,0,0,0,0,122,53,37,171,76,58,100,97.684210526,39.789473684,29.263157895,0.0015789474,0.0005263158,0.0005263158,30440,0,0,66337,0,0,32172.192308,50209.269231,18037.076923,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0010,26,4,115.61,99.09,16.52,0,0,0,0,0,0,13,11,2,14,12,2,0,0,0,0,0,0,44,39,9,66,59,12,100,60.375,47.875,12.5,0.0025,0.0025,0.00125,46541,0,0,112571,0,0,18139.571429,63119.25,44979.678571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0010,22,5,216.28,83.65,42.01,0,0,0,0,0,0,22,10,5,26,10,5,0,0,0,0,0,0,49,15,6,74,25,15,0,87.5,33.333333333,16.666666667,0,0,0,73894,0,0,62648,0,0,25629.1,51274.866667,25645.766667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0010,22,6,183.97,75.69,50.6,0,0,0,0,0,0,21,8,5,22,9,6,0,0,0,0,0,0,38,16,11,65,32,24,100,85.714285714,42.857142857,28.571428571,0,0,0,36996,0,0,35471,0,0,30990.730769,52580.384615,21589.653846,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1409-0011,30,4,197.08,186.98,52.28,0,0,0,0,0,0,10,9,3,15,14,4,0,0,0,0,0,0,8,6,1,10,8,1,0,66.666666667,55.555555556,11.111111111,0,0,0,86978,0,0,103591,0,0,27570.785714,73032.5,45461.714286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1409-0011,50,5,389.94,189.93,49.24,51.24,24.3,24.3,2,1,1,15,10,3,30,15,4,4,2,2,266.67,66.67,66.67,25,18,7,33,24,9,100,90.909090909,54.545454545,18.181818182,0,0,0,70812,0,0,56225,0,0,26572.766667,70983.9,44411.133333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1409-0011,52,6,682.23,161.37,36.72,110.8,0,0,1,0,0,29,9,3,50,12,3,8,0,0,200,0,0,63,24,12,82,30,16,80,97.823529412,34.117647059,16.470588235,0,0,0,42655,0,0,85175,0,0,34679.576923,58197.230769,23517.653846,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0002,14,3,208.38,16.36,16.36,0,0,0,0,0,0,12,1,1,13,1,1,0,0,0,0,0,0,23,1,1,34,1,1,100,73.75,12.5,12.5,0.00125,0,0,93624,0,0,49426,0,0,29195.466667,51371.9,22176.433333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0002,12,4,228.94,98.06,65.36,0,0,0,0,0,0,13,5,3,14,6,4,0,0,0,0,0,0,28,11,7,32,15,11,100,91.666666667,41.666666667,25,0,0,0,43200,0,0,47550,0,0,28648.75,56229.392857,27580.642857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0002,12,5,192.96,63.02,47.14,0,0,0,0,0,0,10,4,3,12,4,3,0,0,0,0,0,0,23,11,7,27,13,8,0,79.666666667,24.111111111,17.444444444,0,0,0,42600,0,0,80662,0,0,28228.066667,60361.233333,32133.166667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0002,13,6,181.89,94.09,94.09,0,0,0,0,0,0,10,4,4,12,6,6,0,0,0,0,0,0,25,10,10,28,10,10,100,63,22.222222222,22.222222222,0,0,0,57732,0,0,50759,0,0,26241.153846,48488.038462,22246.884615,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0005,84,3,497.93,416.69,282.29,0,0,0,0,0,0,33,27,17,37,31,21,0,0,0,0,0,0,208,175,113,332,277,162,25,57.545454545,46.363636364,31.636363636,0.0118181818,0.01,0.0054545455,23806,0,0,12826,0,0,7442.7666667,14661.733333,7218.9666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0005,150,4,1146.35,768.63,148.24,40.47,26.98,0,2,1,0,73,46,10,84,56,10,3,2,0,15.28,11.11,0,393,260,112,608,400,171,100,97.636363636,62.409090909,26.772727273,0.0109090909,0.0072727273,0.0031818182,12409,0,0,23471,0,0,4798.75,13782.214286,8983.4642857,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0005,132,5,2061.14,1159.45,399.79,14.78,0,0,1,0,0,108,59,26,150,87,30,1,0,0,7.69,0,0,556,285,109,867,446,174,0,91.387096774,41.967741935,18.451612903,0.0119354839,0.0058064516,0.0022580645,6843,0,0,8944,0,0,3045.5333333,9896.6,6851.0666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0005,77,6,1777.26,861.05,379.88,78.16,39.06,13.02,5,3,1,109,55,20,132,63,26,6,3,1,26.4,13.55,3.45,660,334,160,913,434,212,100,94.517241379,45.068965517,22.827586207,0.0124137931,0.0062068966,0.0031034483,10796,0,0,7303,0,0,4469.5384615,8466.8076923,3997.2692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0006,179,3,1374.56,1077.2,438.3,0,0,0,0,0,0,77,59,24,85,66,26,0,0,0,0,0,0,619,480,250,837,636,343,98,89.65,73.8,34.65,0.0175,0.013,0.007,10578,0,0,7821,0,0,4292.3333333,14777.633333,10485.3,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0006,189,4,2662.68,1578.16,887.95,0,0,0,0,0,0,162,98,53,179,114,65,0,0,0,0,0,0,1124,587,275,1635,888,428,99,95,48.833333333,23.266666667,0.0213333333,0.0113333333,0.005,5169,0,0,10391,0,0,2526.7857143,6763.7857143,4237,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0006,130,5,2753,877.36,392.85,13.43,0,0,1,0,0,160,52,23,189,53,24,1,0,0,1.54,0,0,1142,424,181,1664,598,239,0,86.129032258,40.387096774,18.225806452,0.0222580645,0.0083870968,0.0035483871,6537,0,0,3076,0,0,3860.8,6273.6333333,2412.8333333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0006,55,6,2089.94,1046.24,401.21,36.7,0,0,1,0,0,115,58,20,130,67,22,2,0,0,6.25,0,0,1030,494,201,1375,654,254,76,93.931034483,43.620689655,19.655172414,0.0189655172,0.0096551724,0.0037931034,10943,0,0,6652,0,0,4127.1923077,8209.3076923,4082.1153846,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0007,74,3,404.64,404.64,404.64,0,0,0,0,0,0,17,17,17,22,22,22,0,0,0,0,0,0,128,128,128,193,193,193,100,98.333333333,98.333333333,98.333333333,0.0133333333,0.0133333333,0.0133333333,8560,0,0,16040,0,0,7568.4666667,21121.366667,13552.9,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0007,99,4,1223.66,295.37,27.18,0,0,0,0,0,0,65,16,2,74,20,2,0,0,0,0,0,0,439,118,52,550,159,73,0,78.95,12.15,0.4,0.011,0.0035,0.002,5521,0,0,15457,0,0,3277.8928571,9287.3214286,6009.4285714,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0007,95,5,1579.59,787.57,334.63,33.56,33.56,0,1,1,0,89,42,19,99,48,20,2,2,0,8,8,0,578,261,113,758,342,129,0,88.451612903,42.451612903,18.967741935,0.0103225806,0.0048387097,0.0016129032,9470,0,0,9566,0,0,4233.6666667,9190.2666667,4956.6,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0007,98,6,1471.71,886.21,401.75,0,0,0,0,0,0,86,55,22,95,58,24,0,0,0,0,0,0,561,319,145,724,406,187,89,75.142857143,41.357142857,23.857142857,0.0103571429,0.0060714286,0.0028571429,8796,0,0,8234,0,0,4706.8461538,8921.0384615,4214.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0008,63,3,941.67,819.11,384.19,0,0,0,0,0,0,46,38,16,61,53,25,0,0,0,0,0,0,171,125,56,247,182,79,100,94.105263158,72.210526316,35.736842105,0.0052631579,0.0042105263,0.0021052632,17239,0,0,16759,0,0,7397.9,16776.633333,9378.7333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0008,76,4,877.78,661.3,302.79,0,0,0,0,0,0,51,37,16,63,48,22,0,0,0,0,0,0,197,123,48,306,187,72,100,95.434782609,54.826086957,26.086956522,0.0043478261,0.0026086957,0.0004347826,19456,0,0,14308,0,0,7336.0357143,16454.071429,9118.0357143,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0008,77,5,1039.69,588.24,396.72,54.72,13.68,0,2,1,0,57,31,19,76,43,29,4,1,0,32.17,9.09,0,229,102,55,335,146,82,0,94.04,44,24,0.006,0.0028,0.0016,12561,0,0,17783,0,0,6353.9,16319.866667,9965.9666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0008,97,6,1103.07,552.69,376.56,0,0,0,0,0,0,60,25,16,77,38,26,0,0,0,0,0,0,232,91,52,325,131,78,100,97.041666667,50,25,0.0058333333,0.0020833333,0.0016666667,13707,0,0,8352,0,0,11776.923077,17437.115385,5660.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0009,113,3,1255.19,701.13,393.66,0,0,0,0,0,0,66,42,23,86,48,27,0,0,0,0,0,0,359,256,119,519,381,161,100,82.666666667,50.583333333,28.375,0.0091666667,0.0066666667,0.0029166667,7831,0,0,12920,0,0,4241.2666667,10004.433333,5763.1666667,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0009,85,4,1646.57,684.28,218.7,14.58,14.58,0,1,1,0,97,39,14,113,47,15,1,1,0,8.33,8.33,0,302,138,50,439,215,71,100,99.592592593,51.444444444,22.222222222,0.007037037,0.0033333333,0.0011111111,12185,0,0,9629,0,0,6464.7142857,11731.785714,5267.0714286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0009,47,5,1239.25,553.99,218.64,0,0,0,0,0,0,74,35,15,85,38,15,0,0,0,0,0,0,300,124,62,403,163,73,0,93.034482759,42.482758621,20.517241379,0.0062068966,0.0024137931,0.0010344828,11087,0,0,12323,0,0,5782.6666667,13245.933333,7463.2666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0009,96,6,682.44,318.19,201.72,14.57,0,0,1,0,0,40,18,10,47,22,14,1,0,0,20,0,0,244,107,58,306,139,82,100,99.304347826,43.47826087,21.739130435,0.0056521739,0.0030434783,0.002173913,18884,0,0,15254,0,0,12467.538462,19555.730769,7088.1923077,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1435-0011-FTM2,3,3,159.65,67.78,67.78,0,0,0,0,0,0,5,2,2,5,2,2,0,0,0,0,0,0,7,6,6,8,7,7,100,60,40,40,0,0,0,77337,0,0,96580,0,0,40240.233333,80890.766667,40650.533333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0011-FTM2,5,4,101.67,33.89,33.89,0,0,0,0,0,0,3,1,1,3,1,1,0,0,0,0,0,0,6,1,1,6,1,1,100,100,33.333333333,33.333333333,0,0,0,54929,0,0,96136,0,0,62514.928571,129243.10714,66728.178571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0011-FTM2,2,5,169.45,135.56,33.89,0,0,0,0,0,0,5,4,1,5,4,1,0,0,0,0,0,0,6,5,2,6,5,2,100,100,75,25,0,0,0,76532,0,0,65183,0,0,37879.5,85706.066667,47826.566667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0011-FTM2,8,6,67.77,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,4,0,0,5,0,0,100,100,0,0,0,0,0,180490,0,0,92390,0,0,87003.923077,134331.03846,47327.115385,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0012-FTM2,35,4,516.42,200.83,57.38,0,0,0,0,0,0,18,7,2,18,7,2,0,0,0,0,0,0,67,32,6,81,42,8,100,100,41.666666667,8.3333333333,0.0008333333,0,0,74233,0,0,184145,0,0,18503.357143,67583.607143,49080.25,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1435-0012-FTM2,13,5,1004.14,545.11,258.21,0,0,0,0,0,0,35,19,9,35,19,9,0,0,0,0,0,0,103,51,30,130,63,35,100,99.45,50,25,0,0,0,25540,0,0,59783,0,0,12830.5,32814.933333,19984.433333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1435-0012-FTM2,41,6,372.97,86.07,86.07,0,0,0,0,0,0,11,3,3,13,3,3,0,0,0,0,0,0,41,13,13,56,15,15,100,100,25,25,0,0,0,21009,0,0,34576,0,0,55838.461538,77354.307692,21515.846154,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1435-0013-FTM2,11,4,341.86,284.89,199.42,0,0,0,0,0,0,8,6,3,12,10,7,0,0,0,0,0,0,34,28,13,41,34,18,0,75,50,12.5,0,0,0,44779,0,0,142971,0,0,31606.357143,88851.035714,57244.678571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1457-0001,34,5,75.97,75.97,75.97,0,0,0,0,0,0,6,6,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4471,0,0,4135,0,0,2038.6666667,4616.8666667,2578.2,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1457-0001,1,6,416.34,12.18,0,0,0,0,0,0,0,32,1,0,34,1,0,0,0,0,0,0,0,398,48,0,536,55,0,0,32.4,0,0,0.023,0.003,0,5995,0,0,4425,0,0,2783.2692308,4819.3846154,2036.1153846,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1457-0002,16,6,313.08,68.04,9.72,19.44,19.44,0,2,2,0,28,7,1,32,7,1,2,2,0,9.61,9.61,0,279,93,17,334,114,21,0,42.857142857,8.2142857143,0,0.01,0.0035714286,0.0007142857,11735,0,0,9106,0,0,6103.5384615,10363.846154,4260.3076923,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1457-0003,7,5,9.8,9.8,9.8,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,8,8,8,14,14,14,0,0,0,0,0.01,0.01,0.01,18260,0,0,18555,0,0,31430.6,31430.6,0,,0,,,0,,Pet Products,Pet Products
7,FBA-1457-0003,10,6,68.53,0,0,0,0,0,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,30,0,0,39,0,0,20,17.75,0,0,0.0025,0,0,13981,0,0,29852,0,0,12804,26774.192308,13970.192308,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1457-0004,59,6,903.2,23.86,11.93,11.93,0,0,1,0,0,70,2,1,73,2,1,1,0,0,2.94,0,0,401,28,28,503,34,34,41,42.857142857,2.9285714286,2.9285714286,0.015,0.0014285714,0.0014285714,4554,0,0,6861,0,0,3018.0384615,6144.8076923,3126.7692308,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1498-0002,61,3,2721.95,1778.7,916.3,0,0,0,0,0,0,86,52,24,101,66,34,0,0,0,0,0,0,8359,4767,2223,10875,6207,2881,14,10.357142857,5.8571428571,2.8214285714,0.1610714286,0.0910714286,0.0421428571,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1498-0002,52,4,1643.95,673.75,269.5,26.95,0,0,1,0,0,57,23,9,61,25,10,1,0,0,0.38,0,0,7328,3321,1365,9382,4217,1774,11,7.9583333333,3.0416666667,1.5833333333,0.1575,0.0695833333,0.0279166667,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1498-0002,37,5,1401.4,835.45,404.25,134.75,134.75,26.95,2,2,1,46,27,14,52,31,15,5,5,1,2.3,2.3,0.46,5663,2939,1379,7440,3797,1786,0,0.75,0.25,0.25,0.1295833333,0.06875,0.035,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1498-0002,61,6,997.15,404.25,242.55,80.85,0,0,1,0,0,28,15,9,37,15,9,3,0,0,1.04,0,0,4779,2272,1173,6204,3009,1581,7,7.1,3.25,1.95,0.124,0.062,0.033,0,0,0,0,0,0,0,0,0,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1498-0003,26,3,404.25,107.8,80.85,0,0,0,0,0,0,15,4,3,15,4,3,0,0,0,0,0,0,589,162,121,784,206,155,22,26.285714286,7.7857142857,5.5714285714,0.0235714286,0.0064285714,0.0042857143,12109,0,0,12718,0,0,5850.7,12335.333333,6484.6333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1498-0003,37,4,700.7,350.35,188.65,0,0,0,0,0,0,24,12,6,26,13,7,0,0,0,0,0,0,504,293,139,637,367,174,29,27.333333333,14.2,6.4666666667,0.0166666667,0.0093333333,0.004,11075,0,0,9933,0,0,5873.9642857,11796.607143,5922.6428571,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1498-0003,20,5,997.15,485.1,377.3,0,0,0,0,0,0,37,18,14,37,18,14,0,0,0,0,0,0,744,269,157,942,353,200,0,29.739130435,13.130434783,7.3043478261,0.0169565217,0.0065217391,0.0039130435,10040,0,0,9073,0,0,5001.4666667,10612.233333,5610.7666667,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1498-0003,35,6,539,269.5,80.85,0,0,0,0,0,0,19,10,3,20,10,3,0,0,0,0,0,0,365,196,50,477,259,66,42,24.230769231,15.461538462,5.0769230769,0.0153846154,0.0092307692,0.0023076923,16932,0,0,11290,0,0,7916.8846154,13735.461538,5818.5769231,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1500-0006,33,3,177.05,56.54,43.1,0,0,0,0,0,0,6,4,3,13,4,3,0,0,0,0,0,0,14,12,6,18,15,8,100,100,80,60,0,0,0,38339,0,0,69087,0,0,62951.6,67557.4,4605.8,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1500-0006,44,4,486.03,250.03,205.78,117.52,117.52,117.52,1,1,1,24,10,7,33,17,14,8,8,8,100,100,100,95,50,27,127,70,41,100,100,41.176470588,23.529411765,0.0011764706,0.0011764706,0.0005882353,37913,0,0,69560,0,0,26237.857143,57232.821429,30994.964286,0,0,,0,0,,Pet Products,Pet Products
6,FBA-1500-0006,57,5,631.74,332.85,72.94,0,0,0,0,0,0,32,17,3,44,23,5,0,0,0,0,0,0,109,51,17,150,70,31,100,100,44.444444444,16.666666667,0.0022222222,0.0005555556,0.0005555556,34914,0,0,26586,0,0,15550.1,46115.033333,30564.933333,0,0,,0,0,,Pet Products,Pet Products
7,FBA-1500-0006,37,6,829.33,421.95,218.25,29.1,29.1,0,1,1,0,45,21,10,57,29,15,2,2,0,15.38,15.38,0,123,71,30,159,93,37,100,100,55.555555556,27.777777778,0.0022222222,0.0016666667,0,50225,0,0,65074,0,0,19298.115385,37220.615385,17922.5,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1506-0001,53,3,1068.13,391.58,182.85,12.29,0,0,1,0,0,79,31,15,87,32,15,1,0,0,2.63,0,0,600,271,125,778,355,172,78,81.333333333,36.1,12.766666667,0.011,0.005,0.0023333333,10515,0,0,7524,0,0,5018.8333333,9892.9666667,4874.1333333,0,0,,0,0,,Pet Products,Pet Products
5,FBA-1506-0001,49,4,646.07,219.42,97.52,0,0,0,0,0,0,51,16,6,53,18,8,0,0,0,0,0,0,480,238,123,655,325,170,58,57.074074074,23.740740741,11.814814815,0.0107407407,0.0048148148,0.0025925926,15720,0,0,13786,0,0,5601.1428571,11287.928571,5686.7857143,0,0,,0,0,,Pet Products,Pet Products
4,FBA-1506-0009,20,3,1532,1532,1006.08,41.92,41.92,0,1,1,0,35,35,23,36,36,24,1,1,0,4.55,4.55,0,324,324,203,437,437,281,16,14.583333333,14.583333333,8.5,0.0141666667,0.0141666667,0.0091666667,5967,0,0,4328,0,0,4309.1176471,5297.8823529,988.76470588,0,0,,0,0,,Pet Products,Pet Products
